"URI"	"scientificName"	"is_current"
"http://florabase.dec.wa.gov.au/browse/profile/4260"	"Tephrosia bidwillii Benth."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4261"	"Tephrosia brachycarpa Benth."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4262"	"Tephrosia brachyodon Domin"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4263"	"Tephrosia clementii Skan"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4264"	"Tephrosia conspicua W.Fitzg."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4265"	"Tephrosia coriacea Benth."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4266"	"Tephrosia crocea Benth."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4267"	"Tephrosia eriocarpa Benth."	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4268"	"Tephrosia filipes Benth."	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4269"	"Tephrosia flammea Benth."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4270"	"Tephrosia forrestiana F.Muell."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4271"	"Tephrosia laxa Domin"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4272"	"Tephrosia leptoclada Benth."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4273"	"Tephrosia macrocarpa Benth."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4274"	"Tephrosia oblongata Benth."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4275"	"Tephrosia oligophylla Benth."	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4276"	"Tephrosia phaeosperma Benth."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4277"	"Tephrosia polyzyga Benth."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4278"	"Tephrosia purpurea (L.) Pers."	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4279"	"Tephrosia remotiflora Benth."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4280"	"Tephrosia rosea Benth."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4281"	"Tephrosia simplicifolia Benth."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4282"	"Tephrosia sphaerospora F.Muell."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4283"	"Tephrosia stipuligera W.Fitzg."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4284"	"Tephrosia stuartii Benth."	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4285"	"Tephrosia supina Domin"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4286"	"Tephrosia uniovulata F.Muell."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4287"	"Tephrosia virens Pedley"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4288"	"Trifolium alexandrinum L."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4289"	"Trifolium angustifolium L."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4290"	"Trifolium argutum Banks & Sol."	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4291"	"Trifolium arvense L."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4292"	"Trifolium campestre Schreb."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4293"	"Trifolium cernuum Brot."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4294"	"Trifolium cherleri L."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4295"	"Trifolium dubium Sibth."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4296"	"Trifolium fragiferum L."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4297"	"Trifolium glomeratum L."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4298"	"Trifolium hirtum All."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4299"	"Trifolium hybridum L."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4300"	"Trifolium incarnatum L."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4301"	"Trifolium lappaceum L."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4302"	"Trifolium ligusticum Loisel."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4303"	"Trifolium micranthum Viv."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4304"	"Trifolium ornithopodioides L."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4305"	"Trifolium pilulare Boiss."	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4306"	"Trifolium pratense L."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4307"	"Trifolium repens L."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4308"	"Trifolium resupinatum L."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4309"	"Trifolium scabrum L."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4310"	"Trifolium spumosum L."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4311"	"Trifolium stellatum L."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4312"	"Trifolium striatum L."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4313"	"Trifolium subterraneum L."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4314"	"Trifolium suffocatum L."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4315"	"Trifolium tomentosum L."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4316"	"Trigonella suavissima Lindl."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4317"	"Ulex europaeus L."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4318"	"Uraria cylindracea Benth."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4319"	"Vicia benghalensis L."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4320"	"Vicia hirsuta (L.) Gray"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4321"	"Vicia monantha Retz."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4322"	"Vicia sativa L."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4323"	"Vigna lanceolata Benth."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4324"	"Vigna radiata (L.) Wilczek"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4325"	"Viminaria juncea (Schrad. & J.C.Wendl.) Hoffmanns."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4326"	"Zornia albiflora Mohlenbr."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4327"	"Zornia chaetophora F.Muell."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4328"	"Zornia muriculata subsp. angustata S.T.Reynolds & A.E.Holland"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4329"	"Zornia nervata Mohlenbr."	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4330"	"Erodium angustilobum Carolin"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4331"	"Erodium aureum Carolin"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4332"	"Erodium botrys (Cav.) Bertol."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4333"	"Erodium cicutarium (L.) L'Her."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4334"	"Erodium crinitum Carolin"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4335"	"Erodium cygnorum Nees"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4336"	"Erodium moschatum (L.) L'Her."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4337"	"Geranium dissectum L."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4338"	"Geranium drummondii Carolin"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4339"	"Geranium molle L."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4340"	"Geranium retrorsum DC."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4341"	"Geranium solanderi Carolin"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4342"	"Pelargonium australe Willd."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4343"	"Pelargonium capitatum (L.) L'Her."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4344"	"Pelargonium drummondii Turcz."	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4345"	"Pelargonium havlasae Domin"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4346"	"Pelargonium littorale Huegel"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4347"	"Oxalis bowiei Herb."	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4348"	"Oxalis caprina Thunb."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4349"	"Oxalis corniculata L."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4350"	"Oxalis corymbosa DC."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4351"	"Oxalis flava L."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4352"	"Oxalis glabra Thunb."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4353"	"Oxalis hirta L."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4354"	"Oxalis incarnata L."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4355"	"Oxalis perennans Haw."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4356"	"Oxalis pes-caprae L."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4357"	"Oxalis polyphylla Jacq."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4358"	"Oxalis purpurea L."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4359"	"Oxalis violacea L."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4360"	"Tropaeolum majus L."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4361"	"Linum flavum L."	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4362"	"Linum marginale Planch."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4363"	"Linum trigynum L."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4364"	"Linum usitatissimum L."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4365"	"Erythroxylum ellipticum Benth."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4366"	"Nitraria billardierei DC."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4367"	"Tribulopis affinis (W.Fitzg.) H.Eichler"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4368"	"Tribulopis angustifolia R.Br."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4369"	"Tribulopis bicolor F.Muell."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4370"	"Tribulopis curvicarpa (W.Fitzg.) Keighery"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4371"	"Tribulopis pentandra R.Br."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4372"	"Tribulopis sessilis (Domin) H.Eichler"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4373"	"Tribulopis solandri R.Br."	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4374"	"Tribulus astrocarpus F.Muell."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4375"	"Tribulus cistoides L."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4376"	"Tribulus forrestii F.Muell."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4377"	"Tribulus hirsutus Benth."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4378"	"Tribulus hystrix R.Br."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4379"	"Tribulus macrocarpus Benth."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4380"	"Tribulus occidentalis R.Br."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4381"	"Tribulus platypterus Benth."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4382"	"Tribulus ranunculiflorus F.Muell."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4383"	"Tribulus terrestris L."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4384"	"Zygophyllum ammophilum F.Muell."	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4385"	"Zygophyllum apiculatum F.Muell."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4386"	"Zygophyllum aurantiacum (Lindl.) F.Muell."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4387"	"Zygophyllum billardierei DC."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4388"	"Zygophyllum compressum J.M.Black"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4389"	"Zygophyllum eremaeum (Diels) Ostenf."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4390"	"Zygophyllum fruticulosum DC."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4391"	"Zygophyllum glaucum F.Muell."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4392"	"Zygophyllum iodocarpum F.Muell."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4393"	"Zygophyllum kochii Tate"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4394"	"Zygophyllum ovatum Ewart & Jean White"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4395"	"Zygophyllum retivalve Domin"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4396"	"Zygophyllum tesquorum J.M.Black"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4397"	"Asterolasia drummondii Paul G.Wilson"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4398"	"Asterolasia grandiflora (Hook.) Benth."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4399"	"Asterolasia nivea (Paul G.Wilson) Paul G.Wilson"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4400"	"Asterolasia pallida Benth."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4401"	"Asterolasia squamuligera (Hook.) Benth."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4402"	"Boronia adamsiana F.Muell."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4403"	"Boronia alata Sm."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4404"	"Boronia albiflora Benth."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4405"	"Boronia baeckeacea F.Muell."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4406"	"Boronia busselliana F.Muell."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4407"	"Boronia capitata Benth."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4408"	"Boronia clavata Paul G.Wilson"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4409"	"Boronia coerulescens F.Muell."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4410"	"Boronia coriacea Paul G.Wilson"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4411"	"Boronia crassifolia Bartl."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4412"	"Boronia crassipes Bartl."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4413"	"Boronia crenulata Sm."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4414"	"Boronia cymosa Endl."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4415"	"Boronia defoliata F.Muell."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4416"	"Boronia denticulata Sm."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4417"	"Boronia dichotoma Lindl."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4418"	"Boronia ericifolia Benth."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4419"	"Boronia fabianoides (Diels) Paul G.Wilson"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4420"	"Boronia fastigiata Bartl."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4421"	"Boronia filicifolia Benth."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4422"	"Boronia gracilipes F.Muell."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4423"	"Boronia heterophylla F.Muell."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4424"	"Boronia inconspicua Benth."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4425"	"Boronia inornata Turcz."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4426"	"Boronia juncea Bartl."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4427"	"Boronia lanuginosa Endl."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4428"	"Boronia megastigma Bartl."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4429"	"Boronia molloyae J.Drumm."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4430"	"Boronia nematophylla F.Muell."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4431"	"Boronia octandra Paul G.Wilson"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4432"	"Boronia ovata Lindl."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4433"	"Boronia oxyantha Turcz."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4434"	"Boronia pauciflora W.Fitzg."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4435"	"Boronia penicillata Benth."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4436"	"Boronia pulchella Turcz."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4437"	"Boronia purdieana Diels"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4438"	"Boronia ramosa (Lindl.) Benth."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4439"	"Boronia revoluta Paul G.Wilson"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4440"	"Boronia scabra Lindl."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4441"	"Boronia spathulata Lindl."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4442"	"Boronia stricta Bartl."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4443"	"Boronia subsessilis Benth."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4444"	"Boronia tenuis (Lindl.) Benth."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4445"	"Boronia ternata Endl."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4446"	"Boronia tetrandra Labill."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4447"	"Boronia virgata Paul G.Wilson"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4448"	"Chorilaena quercifolia Endl."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4449"	"Coleonema album (Thunb.) Bartl. & H.L.Wendl."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4450"	"Correa reflexa (Labill.) Vent."	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4451"	"Crowea angustifolia Sm."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4452"	"Diplolaena andrewsii Ostenf."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4453"	"Diplolaena angustifolia Hook."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4454"	"Diplolaena dampieri Desf."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4455"	"Diplolaena ferruginea Paul G.Wilson"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4456"	"Diplolaena grandiflora Desf."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4457"	"Diplolaena microcephala Bartl."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4458"	"Drummondita ericoides Harv."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4459"	"Drummondita hassellii (F.Muell.) Paul G.Wilson"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4460"	"Drummondita miniata (C.A.Gardner) Paul G.Wilson"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4461"	"Eriostemon apiculatus Paul G.Wilson"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4462"	"Eriostemon brucei F.Muell."	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4463"	"Eriostemon coccineus C.A.Gardner"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4464"	"Eriostemon cymbiformis Paul G.Wilson"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4465"	"Eriostemon deserti E.Pritz."	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4466"	"Eriostemon falcatus Paul G.Wilson"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4467"	"Eriostemon fitzgeraldii C.R.P.Andrews"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4468"	"Eriostemon gardneri Paul G.Wilson"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4469"	"Eriostemon glaber Paul G.Wilson"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4470"	"Eriostemon nodiflorus Lindl."	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4471"	"Eriostemon nutans Paul G.Wilson"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4472"	"Eriostemon pachyphyllus Paul G.Wilson"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4473"	"Eriostemon pinoides Paul G.Wilson"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4474"	"Eriostemon rhomboideus Paul G.Wilson"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4475"	"Eriostemon sericeus Paul G.Wilson"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4476"	"Eriostemon spicatus A.Rich."	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4477"	"Eriostemon thryptomenoides S.Moore"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4478"	"Eriostemon tomentellus Diels"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4479"	"Eriostemon wonganensis Paul G.Wilson"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4480"	"Euodia elleryana F.Muell."	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4481"	"Geijera linearifolia (DC.) J.M.Black"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4482"	"Geijera salicifolia Schott"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4483"	"Geleznowia verrucosa Turcz."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4484"	"Glycosmis sapindoides Oliv."	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4485"	"Glycosmis trifoliata (Blume) Spreng."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4486"	"Microcybe albiflora Turcz."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4487"	"Microcybe multiflora Turcz."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4488"	"Microcybe pauciflora Turcz."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4489"	"Micromelum minutum (G.Forst.) Wight & Arn."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4490"	"Muiriantha hassellii (F.Muell.) C.A.Gardner"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4491"	"Murraya paniculata (L.) Jack"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4492"	"Nematolepis phebalioides Turcz."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4493"	"Paramignya trimera (Oliv.) Burkill"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4494"	"Phebalium ambiguum C.A.Gardner"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4495"	"Phebalium anceps DC."	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4496"	"Phebalium brachycalyx Paul G.Wilson"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4497"	"Phebalium canaliculatum (F.Muell. & Tate) J.H.Willis"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4498"	"Phebalium clavatum C.A.Gardner"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4499"	"Phebalium drummondii Benth."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4500"	"Phebalium filifolium Turcz."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4501"	"Phebalium lepidotum (Turcz.) Paul G.Wilson"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4502"	"Phebalium microphyllum Turcz."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4503"	"Phebalium rude Bartl."	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4504"	"Phebalium tuberculosum (F.Muell.) Benth."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4505"	"Philotheca tubiflora A.S.George"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4506"	"Rhadinothamnus euphemiae (F.Muell.) Paul G.Wilson"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4507"	"Zanthoxylum parviflorum Benth."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4508"	"Ailanthus triphysa (Dennst.) Alston"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4509"	"Brucea javanica (L.) Merr."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4510"	"Harrisonia brownii A.Juss."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4511"	"Suriana maritima L."	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4512"	"Canarium australianum F.Muell."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4513"	"Garuga floribunda Decne."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4514"	"Aglaia elaeagnoidea (Juss.) Benth."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4515"	"Dysoxylum latifolium Benth."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4516"	"Melia azedarach L."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4517"	"Owenia acidula F.Muell."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4518"	"Owenia reticulata F.Muell."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4519"	"Owenia vernicosa F.Muell."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4520"	"Turraea virens L."	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4521"	"Vavaea amicorum Benth."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4522"	"Xylocarpus granatum J.Koenig"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4523"	"Xylocarpus moluccensis (Lam.) M.Roem."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4524"	"Platytheca galioides Steetz"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4525"	"Platytheca juniperina Domin"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4526"	"Tetratheca affinis Endl."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4527"	"Tetratheca aphylla F.Muell."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4528"	"Tetratheca confertifolia Steetz"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4529"	"Tetratheca deltoidea Joy Thomps."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4530"	"Tetratheca efoliata F.Muell."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4531"	"Tetratheca elliptica Joy Thomps."	"N"
"http://florabase.dec.wa.gov.au/browse/profile/4532"	"Tetratheca fasciculata Joy Thomps."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4533"	"Tetratheca filiformis Benth."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4534"	"Tetratheca harperi F.Muell."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4535"	"Tetratheca hirsuta Lindl."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/4536"	"Tetratheca hispidissima Steetz"	"Y"
